point,pgrass_250,ed_250,pgrass_3000,ed_3000
3SI4-10,0.5060111856330008,0.007790885179226137,0.005627099727905178,0.011070356699787126
5SI4-01,0.3705543835506337,0.02067797720064014,0.02999338699715023,0.023228617192208274
5SI4-02,0.2994277214628691,0.0247220312999853,0.02999338699715136,0.023228617192208274
5SI4-03,0.31154833375752794,0.023727489613991706,0.029993386997152104,0.023228617192208274
5SI4-05,0.5357308096693889,0.016783418453837233,0.029993386997150928,0.023228617192208274
3LE3-01,0.9597538023990922,0.0028181123963384436,0.2632373809174954,0.012414616965872278
3LE3-02,1.0000000000000653,0,0.26130197590723814,0.012415688223401198
3LE3-03,0.9576147296714902,0.003391212028393063,0.2614150549856745,0.0124116600537818
3LE3-04,0.9032701835009639,0.008625947299155709,0.2667880835434644,0.012452291122985036
3LE3-05,0.8848892451089954,0.009493620252554267,0.27093186734892205,0.012587684082891645
3LE3-06,0.9925527348979531,0.0016876332945278216,0.2669193112648482,0.012435834746255588
3LE3-07,0.885714854133084,0.008222362200805704,0.26925058144536834,0.012545886421922257
1SI3-01,0.5542301641857552,0.010116012468619658,0.011987770525399111,0.015823864495441403
1SI3-02,0.46994907965015453,0.01214925900684632,0.01198777052539956,0.015823864495441403
1SI3-03,0.4605597085369216,0.014081823419588394,0.011987770525399224,0.015823864495441403
